AccountID,Industry,Vertical,TotalBRR,AnnualRevenue,NumberOfEmployees,DandBRevenue,DandBTotalEmployees
Acct-000882,Finance,Finance - Other,35977,0,0,0,0
Acct-000099,Healthcare,Healthcare - Other,35914,451987450,2939,454063794,2987
Acct-000938,Other Industry,Real Estate / Construction,35736,343640307,4800,298324528,4800
Acct-000188,Transportation & Logistics,Airlines,35728,0,0,0,0
Acct-000229,Healthcare,Healthcare - Other,35386,0,0,0,0
Acct-000656,Telecommunications,Regional Carrier/ISP,35369,111008800,1900,182675239,1900
Acct-000865,Finance,Finance - Other,35315,0,0,0,0
Acct-001622,Research & Education,K-12 Education,35308,0,0,0,0
Acct-000931,Media & Content,Internet Content & Software,35035,21716788000,30500,21716788000,30500
Acct-000980,IT Infrastructure,Colo/Hosting,34711,23142734,67,23162208,67
Acct-001448,Telecommunications,National Carrier/ISP,34670,0,0,0,0
Acct-000215,Media & Content,Internet Content & Software,34646,4041938,19,3626721,19
Acct-003380,Other Industry,Retail,34376,0,0,0,0
Acct-001431,Media & Content,AdTech,34243,376767002,20,425629314,954
Acct-000006,Professional Services,Legal,34188,0,0,0,0
Acct-001727,Finance,Finance - Other,34067,10841876,100,15034110,100
Acct-000276,Professional Services,Consulting / Other Professional Services,33960,737600,12,965796,12
Acct-001951,Professional Services,Consulting / Other Professional Services,33922,645400,10,3411400,20
Acct-002570,Finance,Finance - Other,33905,243180296,600,312110139,600
Acct-000202,Professional Services,Engineering,33874,81684300,797,81684300,797
Acct-001956,Telecommunications,PTT,33828,14543776,27,14398337,57
Acct-000691,Energy & Manufacturing,Oil & Gas,33646,0,0,0,0
Acct-001002,Finance,Finance - Other,33547,25908200,100,26665408,100
Acct-001960,Finance,Finance - Other,33468,0,0,0,0
Acct-002464,Telecommunications,National Carrier/ISP,33231,0,0,0,0
Acct-002407,Media & Content,Internet Content & Software,33056,0,0,0,0
Acct-000345,Telecommunications,Reseller,32965,0,0,0,0
Acct-001386,Government,Federal Government,32663,0,0,0,0
Acct-000432,Telecommunications,Wireless,32566,573726,5,573726,5
Acct-001983,Professional Services,Consulting / Other Professional Services,32549,0,0,14537745,174
Acct-000021,IT Infrastructure,Cloud Service Provider,32400,0,63,35109072,106
Acct-001406,Professional Services,Legal,32308,86260062,746,104374675,746
Acct-000922,Government,State/Local Government,32238,28821553,48,28821553,48
Acct-001550,Healthcare,Hospital/Clinic,32176,0,0,0,0
Acct-001034,IT Infrastructure,Colo/Hosting,32123,2766000,15,2766000,15
Acct-002034,IT Infrastructure,Cloud Service Provider,32031,421643508,1804,533682182,1895
Acct-001296,Healthcare,Hospital/Clinic,31931,0,0,0,0
Acct-000874,Energy & Manufacturing,Manufacturing - Other,31830,461958830,948,461958830,948
Acct-001097,IT Infrastructure,Cloud Service Provider,31752,0,0,106539692,213
Acct-003381,Other Industry,Retail,31737,0,0,0,0
Acct-000158,Telecommunications,Regional Carrier/ISP,31594,44897762,108,44897762,108
Acct-000503,Other Industry,Retail,31558,0,0,0,0
Acct-001186,Finance,Finance - Other,31498,8390200,55,18494505,55
Acct-001547,IT Infrastructure,Colo/Hosting,31163,5163200,80,47785085,80
Acct-001036,Other Industry,Retail,31123,0,0,0,0
Acct-001611,Telecommunications,National Carrier/ISP,30735,0,0,0,0
Acct-002473,Media & Content,AdTech,30708,31029055,198,28538349,198
Acct-003100,Healthcare,Healthcare - Other,30643,0,0,0,0
Acct-000331,Other Industry,Retail,30584,461000000,4000,507100000,4000
Acct-002399,Media & Content,AdTech,30415,63710200,535,101026321,535
Acct-000583,Media & Content,Internet Content & Software,30411,551521038,1732,1270977000,3795
Acct-000166,IT Infrastructure,Colo/Hosting,30386,16674518,39,18196161,39
Acct-003302,Professional Services,Commercial Systems Integrator,30381,0,0,0,0
Acct-000140,IT Infrastructure,Cloud Service Provider,30183,6387958,50,6177184,50
Acct-001140,Media & Content,Media,30000,175180,3,449081,3
Acct-000549,Telecommunications,Regional Carrier/ISP,29766,81085777,231,98113790,231
Acct-000247,Other Industry,Transportation,29730,25024002000,61600,37879448000,98900
Acct-000182,IT Infrastructure,Cloud Service Provider,29727,726406920,2600,1071683012,5200
Acct-000529,Media & Content,Media,29392,87607299,105,50192756,105
Acct-000681,IT Infrastructure,Colo/Hosting,29339,0,0,0,0
Acct-000075,IT Infrastructure,Colo/Hosting,29298,165022,7,181524,8
Acct-000766,Other Industry,Hospitality,29264,2229094506,14600,2032374742,13500
Acct-001447,Media & Content,Internet Content & Software,29070,190557116,360,190557116,360
Acct-000991,Media & Content,Internet Content & Software,28995,30241600,150,79794895,150
Acct-000774,Telecommunications,Regional Carrier/ISP,28960,0,0,0,20
Acct-000546,Media & Content,Internet Content & Software,28948,1567400,30,749881,30
Acct-000777,Other Industry,Non-Healthcare Insurance,28927,4708565488,3500,3089289816,3500
Acct-001144,IT Infrastructure,Colo/Hosting,28884,1751800,18,4817946,18
Acct-001364,Healthcare,Hospital/Clinic,28716,0,0,0,0
Acct-001303,Media & Content,Internet Content & Software,28690,243442259,817,283508057,817
Acct-001955,Media & Content,Gaming/eSports,28610,33715184,135,30456667,135
Acct-001617,IT Infrastructure,Colo/Hosting,28608,66990606,169,59514115,169
Acct-000324,Telecommunications,Regional Carrier/ISP,28480,12078200,111,32454203,111
Acct-001472,Other Industry,Telecommunications Equipment Provider,28477,5880739,40,6588342,40
Acct-000945,Media & Content,Internet Content & Software,28328,0,0,0,0
Acct-001462,Telecommunications,Wireless,28319,3134162,22,3308449,22
Acct-001952,IT Infrastructure,Cloud Service Provider,28083,0,0,0,0
Acct-000510,Telecommunications,VOIP/VSP,28020,1244571,7,1369028,7
Acct-000237,Telecommunications,Reseller,27820,129080,2,1559892,10
Acct-002065,Professional Services,Consulting / Other Professional Services,27794,0,0,0,0
Acct-000810,Other Industry,Transportation,27533,0,0,0,0
Acct-001997,Professional Services,Consulting / Other Professional Services,27500,165960,3,450893,3
Acct-003601,Healthcare,Pharmaceuticals / BioTech,27387,14035227,25,14035227,25
Acct-000162,Healthcare,Hospital/Clinic,27342,138300,3,138300,3
Acct-000634,Telecommunications,Reseller,27178,0,0,0,0
Acct-001533,Telecommunications,Regional Carrier/ISP,27167,50678569,217,50678569,217
Acct-000153,Telecommunications,Regional Carrier/ISP,27152,0,48,0,50
Acct-000434,Energy & Manufacturing,Manufacturing - Other,27110,0,0,0,0
Acct-000137,Telecommunications,RLEC,27067,5716400,55,6213872,49
Acct-003469,Media & Content,Media,26871,160525331,720,176577864,720
Acct-000089,Telecommunications,Wireless,26557,0,0,0,0
Acct-001020,Healthcare,Health Insurance,26252,0,29000,0,0
Acct-000282,Telecommunications,National Carrier/ISP,26166,34068014,109,37212464,109
Acct-000604,Finance,Finance - Other,26159,3894068,16,3894068,17
Acct-000499,IT Infrastructure,Colo/Hosting,26058,32270000,31,32270000,31
Acct-002225,Media & Content,Internet Content & Software,25978,4333400,32,5679886,32
Acct-003166,Government,Systems Integrators - Government,25959,3581970000,13000,3978430000,15000
Acct-000164,Telecommunications,National Carrier/ISP,25948,0,0,0,0
Acct-000076,Telecommunications,National Carrier/ISP,25914,416625609,253,320710254,449
Acct-000078,Telecommunications,Regional Carrier/ISP,25903,0,0,0,0
Acct-001367,Professional Services,Legal,25695,0,0,0,0
Acct-001640,Professional Services,Commercial Systems Integrator,25638,65462,2,65462,2
Acct-001522,IT Infrastructure,Colo/Hosting,25625,112083217,200,85862391,200
Acct-000953,Telecommunications,Regional Carrier/ISP,25501,1198600,10,2819650,10
Acct-000152,Telecommunications,PTT,25488,184400000,57,184400000,150
Acct-001790,Telecommunications,Reseller,25455,0,0,0,0
Acct-002179,Healthcare,Healthcare - Other,25323,0,0,0,0
Acct-000567,Telecommunications,Regional Carrier/ISP,25004,11340600,80,34167497,80
Acct-002468,Other Industry,Non-Healthcare Insurance,24984,1045923603,2775,1045923603,2775
Acct-001856,Transportation & Logistics,Transportation - Other,24941,77375594,300,56074613,300
Acct-001503,Professional Services,Consulting / Other Professional Services,24848,205340746,835,248462304,835
Acct-000771,Finance,Finance - Other,24681,195346906,181,230741564,207
Acct-003552,Media & Content,Internet Content & Software,24571,849696760,1812,976793538,2016
Acct-002493,Energy & Manufacturing,Manufacturing - Other,24571,11010626419,26000,12750825819,26000
Acct-000047,Telecommunications,Reseller,24567,6915000,15,6915000,15
Acct-001101,IT Infrastructure,Colo/Hosting,24538,0,0,0,0
Acct-000288,Media & Content,Internet Content & Software,24440,0,0,0,0
Acct-000234,Telecommunications,Reseller,24296,0,0,0,0
Acct-003173,Other Industry,Hospitality,24287,580991444,5400,580991444,5400
Acct-000204,Telecommunications,National Carrier/ISP,24261,251880304,2300,0,0
Acct-000207,Professional Services,Commercial Systems Integrator,24241,0,0,0,0
Acct-000828,IT Infrastructure,Colo/Hosting,24196,2773353872,20000,2773353872,20000
Acct-000032,Telecommunications,PTT,23868,1248401,5,0,2
Acct-001023,Media & Content,Media,23743,5341163210,18700,5714317942,18700
Acct-001269,Media & Content,AdTech,23727,0,0,0,0
Acct-001616,Media & Content,Media,23717,1383000,15,2170171,15
Acct-000253,Telecommunications,Regional Carrier/ISP,23708,0,0,0,0
Acct-000563,Finance,Finance - Other,23697,0,0,0,0
Acct-001073,Media & Content,Internet Content & Software,23532,117131546,2500,117131546,2500
Acct-003615,Government,Federal Government,23459,0,0,0,0
Acct-002539,Media & Content,Internet Content & Software,23367,1295776034,6506,1295776034,6506
Acct-001939,Finance,Finance - Other,23335,278248115,800,326529939,800
Acct-002490,Research & Education,Higher Education,23326,588886010,4620,517914138,6960
Acct-001862,Professional Services,Consulting / Other Professional Services,23198,0,0,0,0
Acct-001139,Other Industry,Retail,23165,0,0,0,0
Acct-000438,Media & Content,Internet Content & Software,23114,480178522,1216,664591430,1608
Acct-002499,Finance,Finance - Other,23075,62003749,85,238798000,500
Acct-002545,Media & Content,Media,23022,995575600,12500,1576250468,12500
Acct-002069,Healthcare,Healthcare - Other,22991,0,0,0,0
Acct-002426,Finance,Finance - Other,22949,69736522,390,69736522,390
Acct-003253,Energy & Manufacturing,Manufacturing - Other,22888,2948884232,10161,3730435050,13058
Acct-001299,Government,State/Local Government,22759,0,0,0,0
Acct-003513,Media & Content,Internet Content & Software,22584,131583613,347,155195956,347
Acct-000533,Telecommunications,Reseller,22482,0,175,0,175
Acct-001780,Media & Content,Internet Content & Software,22392,2029690800,6900,2029690800,6900
Acct-001046,Finance,Finance - Other,22309,6697904,35,6697904,35
Acct-000395,Media & Content,Media,22298,7606009035,29697,5660397088,29697
Acct-001231,Telecommunications,National Carrier/ISP,22271,0,0,0,0
Acct-000619,Finance,Finance - Other,22215,5169838400,10000,5055971400,10000
Acct-000414,Telecommunications,Regional Carrier/ISP,22148,0,0,0,0
Acct-000019,Telecommunications,National Carrier/ISP,22141,0,0,0,0
Acct-001614,Energy & Manufacturing,Manufacturing - Other,22141,4773101979,100,1348064980,1053
Acct-000842,Telecommunications,RLEC,22066,85006738,81,85384631,81
Acct-000772,Media & Content,AdTech,21920,138300,3,27549405,95
Acct-000826,Other Industry,Transportation,21793,87590,2,87590,2
Acct-001839,Professional Services,Legal,21785,6802645,40,6802645,40
Acct-002436,Other Industry,Hospitality,21737,5313486000,188000,5313486000,188000
Acct-000946,Energy & Manufacturing,Manufacturing - Other,21728,14144998534,39000,14088200568,39600
Acct-000645,Media & Content,Internet Content & Software,21641,12908000,100,24940638,100
Acct-003092,Media & Content,Internet Content & Software,21599,64549220,1100,93462218,1226
Acct-000899,Media & Content,Media,21569,24801800,408,170183532,408
Acct-000658,IT Infrastructure,Colo/Hosting,21509,0,0,0,0
Acct-002507,Finance,Finance - Other,21461,118938000,1200,655176923,1200
Acct-000306,Professional Services,Consulting / Other Professional Services,21443,76548667,324,83715366,324
Acct-003146,Telecommunications,Wireless,21413,30459333,151,25728431,154
Acct-001998,Media & Content,Internet Content & Software,21399,0,0,0,0
Acct-003263,Professional Services,Legal,21384,0,0,0,0
Acct-000277,Professional Services,Consulting / Other Professional Services,21287,192063411,592,189636139,603
Acct-003313,Professional Services,Consulting / Other Professional Services,21257,0,0,0,0
Acct-000448,Telecommunications,Regional Carrier/ISP,21182,5453033,45,6598169,45
Acct-003590,Other Industry,Non-Healthcare Insurance,21043,868704836,600,868704836,600
Acct-001515,Professional Services,Legal,21028,68052893,520,90380265,520
Acct-001053,Telecommunications,Regional Carrier/ISP,21017,0,0,0,0
Acct-002296,IT Infrastructure,Colo/Hosting,21016,0,0,0,0
Acct-000541,Research & Education,K-12 Education,21002,0,0,0,0
Acct-002671,Energy & Manufacturing,Oil & Gas,20902,32606974,53,29052814,53
Acct-001270,Professional Services,Consulting / Other Professional Services,20746,39185000,250,33841633,250
Acct-001916,Telecommunications,Regional Carrier/ISP,20661,74436567,170,74436567,170
Acct-002026,Healthcare,Healthcare - Other,20618,0,0,0,0
Acct-001415,Media & Content,Internet Content & Software,20594,0,0,0,0
Acct-003172,Healthcare,Health Insurance,20507,245507223,140,245507223,140
Acct-003199,Media & Content,Internet Content & Software,20445,0,0,0,0
Acct-002197,Finance,Finance - Other,20310,848548870,6639,1039178824,8375
Acct-001071,Telecommunications,Wireless,20306,0,0,0,0
Acct-000684,Media & Content,Internet Content & Software,20303,22964083,100,24316800,100
Acct-001822,Professional Services,Commercial Systems Integrator,20279,0,0,0,0
Acct-002279,Media & Content,Internet Content & Software,20222,10515489,70,8713304,70
Acct-000794,Telecommunications,Regional Carrier/ISP,20134,1298052,7,1246174,7
Acct-002068,Other Industry,Retail,20071,0,0,0,0
Acct-001001,Media & Content,Media,19992,24071401,120,24071401,120
Acct-000542,Telecommunications,Regional Carrier/ISP,19974,1383000,39,3151776,39
Acct-001545,Media & Content,Internet Content & Software,19959,2028400,29,3367323,29
Acct-002064,Media & Content,Internet Content & Software,19912,87091,7,100989,4
Acct-000592,Government,Systems Integrators - Government,19875,0,0,0,0
Acct-002431,Other Industry,Telecommunications Equipment Provider,19605,4266186200,8846,4478891600,9058
Acct-000672,IT Infrastructure,Cloud Service Provider,19568,79793665,201,19638600,201
Acct-003113,Research & Education,Research,19567,0,0,0,0
Acct-001540,Other Industry,Non-Healthcare Insurance,19533,1559394274,3000,1741680128,3000
Acct-003265,Finance,Finance - Other,19461,434262000,291,618662000,346
Acct-000497,Media & Content,Internet Content & Software,19284,4886600,44,26570821,44
Acct-000593,Professional Services,Consulting / Other Professional Services,19255,0,0,0,0
Acct-002015,Professional Services,Consulting / Other Professional Services,19198,0,0,0,0
Acct-000570,IT Infrastructure,Colo/Hosting,19166,21667000,335,101716886,335
Acct-001353,IT Infrastructure,Colo/Hosting,19114,0,0,0,0
Acct-000759,IT Infrastructure,Colo/Hosting,19015,4056800,57,20474157,57
Acct-001233,Research & Education,K-12 Education,19000,0,0,0,0
Acct-002322,IT Infrastructure,Cloud Service Provider,18975,0,0,0,0
Acct-001770,Media & Content,Internet Content & Software,18919,0,0,0,0
Acct-002311,Professional Services,Consulting / Other Professional Services,18802,0,0,0,0
Acct-000517,Professional Services,Consulting / Other Professional Services,18792,0,0,0,0
Acct-001074,Other Industry,Transportation,18734,0,0,0,0
Acct-003262,Energy & Manufacturing,Utilities,18710,27150134000,29762,27150134000,29762
Acct-001235,Telecommunications,Wireless,18697,3513772,17,3513772,17
Acct-001980,Healthcare,Healthcare - Other,18658,0,0,0,0
Acct-000705,Media & Content,AdTech,18658,7019923600,49200,7019923600,49200
