CPQID,AccountID,CreatedDate,ProductGroup,X36MRCList,X36NRRList,X36NPVList,BuildingID,Market,StreetAddress,City,State,PostalCode,NetworkProximity,OnZayoNetworkStatus,,
CPQ-000130,Acct-000014,10/6/16,Wavelengths - Long Haul,2814,2858,0,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-000131,Acct-000064,10/6/16,Ethernet,3484,0,67856,Bldg-058803,Denver,11900 E Cornell Ave,Aurora,CO,80014,447.82,On Zayo Network,,
CPQ-000132,Acct-000055,10/7/16,Wavelengths - Long Haul,2252,2479,0,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-000132,Acct-000055,10/7/16,Wavelengths - Long Haul,2252,2479,0,Bldg-037367,Atlanta,2525 Westside Pkwy,Alpharetta,GA,30004,1580.14,On Zayo Network,,
CPQ-000133,Acct-000055,10/7/16,Ethernet,1573,826,10894,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-000133,Acct-000055,10/7/16,Ethernet,1573,826,10894,Bldg-483670,Dallas,2900 W Plano Pkwy,Plano,TX,75075,389.2,Not on Zayo Network,,
CPQ-000134,Acct-000055,10/7/16,Wavelengths - Metro,2275,1240,21570,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-000134,Acct-000055,10/7/16,Wavelengths - Metro,2275,1240,21570,Bldg-349216,Dallas,601 Data Dr,Plano,TX,75075,773.88,Not on Zayo Network,,
CPQ-000135,Acct-000055,10/7/16,Ethernet,1488,826,10894,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-000135,Acct-000055,10/7/16,Ethernet,1488,826,10894,Bldg-483670,Dallas,2900 W Plano Pkwy,Plano,TX,75075,389.2,Not on Zayo Network,,
CPQ-000136,Acct-000065,10/6/16,IP Services,1688,922,16602,Bldg-116470,Dallas,901 Main St,Dallas,TX,75202,79.07,On Zayo Network,,
CPQ-000137,Acct-000055,10/7/16,Wavelengths - Metro,1953,1240,19369,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-000137,Acct-000055,10/7/16,Wavelengths - Metro,1953,1240,19369,Bldg-483670,Dallas,2900 W Plano Pkwy,Plano,TX,75075,389.2,Not on Zayo Network,,
CPQ-000138,Acct-000065,10/6/16,IP Services,1688,922,16602,Bldg-116470,Dallas,901 Main St,Dallas,TX,75202,79.07,On Zayo Network,,
CPQ-000139,Acct-000065,10/6/16,IP Services,1688,922,16602,Bldg-116470,Dallas,901 Main St,Dallas,TX,75202,79.07,On Zayo Network,,
CPQ-000140,Acct-000055,10/7/16,Wavelengths - Metro,2038,1240,19370,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-000140,Acct-000055,10/7/16,Wavelengths - Metro,2038,1240,19370,Bldg-483670,Dallas,2900 W Plano Pkwy,Plano,TX,75075,389.2,Not on Zayo Network,,
CPQ-000141,Acct-000065,10/6/16,IP Services,2110,922,53191,Bldg-116470,Dallas,901 Main St,Dallas,TX,75202,79.07,On Zayo Network,,
CPQ-000142,Acct-000065,10/6/16,IP Services,2110,922,53191,Bldg-116470,Dallas,901 Main St,Dallas,TX,75202,79.07,On Zayo Network,,
CPQ-000143,Acct-000065,10/6/16,IP Services,1972,922,24411,Bldg-116470,Dallas,901 Main St,Dallas,TX,75202,79.07,On Zayo Network,,
CPQ-000144,Acct-000060,10/6/16,Ethernet,1277,922,24489,Bldg-122102,Dallas,1221 Coit Rd,Plano,TX,75075,717.43,On Zayo Network,,
CPQ-000144,Acct-000060,10/6/16,Ethernet,1277,922,24489,Bldg-122519,Dallas,2501 S State Hwy 121 - Bldg 3,Lewisville,TX,75067,360.16,On Zayo Network,,
CPQ-000145,Acct-000013,10/6/16,SONET,441,922,13045,Bldg-108724,Denver,24055 E 6th Ave,Aurora,CO,80018,220.76,On Zayo Network,,
CPQ-000146,Acct-000060,10/6/16,Ethernet,1277,922,23870,Bldg-122102,Dallas,1221 Coit Rd,Plano,TX,75075,717.43,On Zayo Network,,
CPQ-000146,Acct-000060,10/6/16,Ethernet,1277,922,23870,Bldg-122519,Dallas,2501 S State Hwy 121 - Bldg 3,Lewisville,TX,75067,360.16,On Zayo Network,,
CPQ-000147,Acct-000013,10/7/16,Wavelengths - Metro,1928,2766,30606,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network,,
CPQ-000147,Acct-000013,10/7/16,Wavelengths - Metro,1928,2766,30606,Bldg-036879,Atlanta,4000 Highlands Pkwy SE,Smyrna,GA,30082,188.62,On Zayo Network,,
CPQ-000148,Acct-000052,10/6/16,IP Services,4163,4610,51376,Bldg-366026,Dallas,901 W Yellow Jacket Ln,Rockwall,TX,75087,1027,Not on Zayo Network,,
CPQ-000149,Acct-000052,10/6/16,IP Services,5359,922,75882,Bldg-366026,Dallas,901 W Yellow Jacket Ln,Rockwall,TX,75087,1027,Not on Zayo Network,,
CPQ-000150,Acct-000066,10/7/16,IP Services,3093,922,29664,Bldg-494111,Dallas,900 9th Ave,Fort Worth,TX,76104,1092.62,Not on Zayo Network,,
CPQ-000151,Acct-000067,10/6/16,Ethernet,910,461,18060,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-000152,Acct-000066,10/7/16,IP Services,3093,922,29664,Bldg-494111,Dallas,900 9th Ave,Fort Worth,TX,76104,1092.62,Not on Zayo Network,,
CPQ-000153,Acct-000066,10/7/16,IP Services,2342,922,22682,Bldg-159053,Dallas,7777 Forest Ln,Dallas,TX,75230,243.09,Not on Zayo Network,,
CPQ-000154,Acct-000066,10/7/16,IP Services,2743,922,33728,Bldg-159053,Dallas,7777 Forest Ln,Dallas,TX,75230,243.09,Not on Zayo Network,,
CPQ-000155,Acct-000066,10/7/16,IP Services,1603,922,15807,Bldg-158872,Denver,501 E Hampden Ave,Englewood,CO,80113,234.92,Not on Zayo Network,,
CPQ-000156,Acct-000066,10/7/16,IP Services,2743,922,47217,Bldg-158872,Denver,501 E Hampden Ave,Englewood,CO,80113,234.92,Not on Zayo Network,,
CPQ-000157,Acct-000066,10/7/16,IP Services,2289,922,22188,Bldg-159052,Dallas,3901 W 15th St,Plano,TX,75075,433.94,Not on Zayo Network,,
CPQ-000158,Acct-000066,10/7/16,IP Services,2086,922,20301,Bldg-158871,Denver,900 Potomac St,Aurora,CO,80011,461.92,Not on Zayo Network,,
CPQ-000159,Acct-000066,10/7/16,IP Services,2743,922,34697,Bldg-159052,Dallas,3901 W 15th St,Plano,TX,75075,433.94,Not on Zayo Network,,
CPQ-000160,Acct-000066,10/7/16,IP Services,2743,922,38400,Bldg-158871,Denver,900 Potomac St,Aurora,CO,80011,461.92,Not on Zayo Network,,
CPQ-000161,Acct-000066,10/7/16,IP Services,3245,922,31084,Bldg-158866,Denver,1719 E 19th Ave,Denver,CO,80218,1248.15,Not on Zayo Network,,
CPQ-000162,Acct-000066,10/7/16,IP Services,3109,922,29814,Bldg-158867,Denver,4567 E 9th Ave,Denver,CO,80220,1572.16,Not on Zayo Network,,
CPQ-000163,Acct-000066,10/7/16,IP Services,3245,922,31084,Bldg-158866,Denver,1719 E 19th Ave,Denver,CO,80218,1248.15,Not on Zayo Network,,
CPQ-000164,Acct-000066,10/7/16,IP Services,3109,922,29814,Bldg-158867,Denver,4567 E 9th Ave,Denver,CO,80220,1572.16,Not on Zayo Network,,
CPQ-000165,Acct-000066,10/7/16,IP Services,1601,922,15788,Bldg-116557,Dallas,6750 N MacArthur Blvd,Irving,TX,75039,1037.51,On Zayo Network,,
CPQ-000166,Acct-000066,10/7/16,IP Services,2743,922,47255,Bldg-116557,Dallas,6750 N MacArthur Blvd,Irving,TX,75039,1037.51,On Zayo Network,,
CPQ-000167,Acct-000009,10/6/16,Wavelengths - Metro,919,2766,15184,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-000167,Acct-000009,10/6/16,Wavelengths - Metro,919,2766,15184,Bldg-060322,Atlanta,6120 Powers Ferry Rd,Atlanta,GA,30339,299.34,On Zayo Network,,
CPQ-000168,Acct-000068,10/6/16,Ethernet,1388,922,15609,Bldg-137115,Denver,55 Inverness Dr E,Englewood,CO,80112,24.02,Not on Zayo Network,,
CPQ-000169,Acct-000034,10/7/16,Ethernet,898,922,6989,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-000169,Acct-000034,10/7/16,Ethernet,898,922,6989,Bldg-233683,Atlanta,48 Perimeter Ctr E,Atlanta,GA,30346,2489.13,Not on Zayo Network,,
CPQ-000170,Acct-000052,10/6/16,IP Services,5359,922,75882,Bldg-366026,Dallas,901 W Yellow Jacket Ln,Rockwall,TX,75087,1027,Not on Zayo Network,,
CPQ-000171,Acct-000052,10/6/16,IP Services,2958,922,24370,Bldg-366026,Dallas,901 W Yellow Jacket Ln,Rockwall,TX,75087,1027,Not on Zayo Network,,
CPQ-000172,Acct-000034,10/7/16,Ethernet,898,922,6989,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-000172,Acct-000034,10/7/16,Ethernet,898,922,6989,Bldg-233683,Atlanta,48 Perimeter Ctr E,Atlanta,GA,30346,2489.13,Not on Zayo Network,,
CPQ-000173,Acct-000052,10/6/16,IP Services,4163,4610,51376,Bldg-366026,Dallas,901 W Yellow Jacket Ln,Rockwall,TX,75087,1027,Not on Zayo Network,,
CPQ-000174,Acct-000069,10/7/16,Ethernet,1277,922,23870,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network,,
CPQ-000174,Acct-000069,10/7/16,Ethernet,1277,922,23870,Bldg-116603,Denver,1512 Larimer St,Denver,CO,80202,115.29,On Zayo Network,,
CPQ-000175,Acct-000019,10/7/16,Ethernet,1713,2305,19849,Bldg-237365,Atlanta,562 Concord Rd SE,Smyrna,GA,30082,5343.13,Not on Zayo Network,,
CPQ-000176,Acct-000070,10/7/16,IP Services,879,922,19289,Bldg-124655,Denver,1000 Chopper Cir,Denver,CO,80204,441.11,On Zayo Network,,
CPQ-000177,Acct-000070,10/7/16,IP Services,2366,922,60253,Bldg-124655,Denver,1000 Chopper Cir,Denver,CO,80204,441.11,On Zayo Network,,
CPQ-000178,Acct-000071,10/7/16,IP Services,2641,922,57152,Bldg-115566,Atlanta,1691 Phoenix Blvd,Atlanta,GA,30349,248.94,On Zayo Network,,
CPQ-000179,Acct-000044,10/7/16,IP Services,791,922,13665,Bldg-116600,Denver,450 E 17th Ave,Denver,CO,80203,103.99,On Zayo Network,,
CPQ-000180,Acct-000072,10/7/16,Ethernet,1319,1383,18091,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,,
CPQ-000180,Acct-000072,10/7/16,Ethernet,1319,1383,18091,Bldg-138309,Dallas,5720 Lyndon B Johnson Fwy,Dallas,TX,75240,846.21,On Zayo Network,,
CPQ-000181,Acct-000073,10/7/16,Ethernet,1029,461,11921,Bldg-054666,Atlanta,1201 W Peachtree St NE,Atlanta,GA,30309,159.56,On Zayo Network,,
CPQ-000182,Acct-000063,10/7/16,Ethernet,2216,922,13716,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network,,
CPQ-000182,Acct-000063,10/7/16,Ethernet,2216,922,13716,Bldg-494227,Atlanta,2160 Satellite Blvd,Duluth,GA,30097,798.62,Not on Zayo Network,,
CPQ-000183,Acct-000063,10/7/16,Ethernet,2216,922,13716,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network,,
CPQ-000183,Acct-000063,10/7/16,Ethernet,2216,922,13716,Bldg-494227,Atlanta,2160 Satellite Blvd,Duluth,GA,30097,798.62,Not on Zayo Network,,
CPQ-000184,Acct-000063,10/7/16,Ethernet,2216,922,13716,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network,,
CPQ-000184,Acct-000063,10/7/16,Ethernet,2216,922,13716,Bldg-494227,Atlanta,2160 Satellite Blvd,Duluth,GA,30097,798.62,Not on Zayo Network,,
CPQ-000185,Acct-000013,10/7/16,Ethernet,1742,461,12263,Bldg-494229,Denver,1600 Wewatta St,Denver,CO,80202,327.68,Not on Zayo Network,,
CPQ-000186,Acct-000016,10/7/16,Ethernet,4248,922,36254,Bldg-409262,Dallas,1900 N Akard St,Dallas,TX,75201,805.08,Not on Zayo Network,,
CPQ-000187,Acct-000074,10/7/16,Ethernet,1629,461,11497,Bldg-494291,Dallas,11819 Webb Chapel Rd,Dallas,TX,75234,473.17,Not on Zayo Network,,
CPQ-000188,Acct-000019,10/10/16,Ethernet,1840,1844,150854,Bldg-038123,Atlanta,Coca Cola Plaza,Atlanta,GA,30313,370.49,On Zayo Network,,
CPQ-000189,Acct-000075,10/10/16,IP Services,1132,1844,78181,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-000190,Acct-000019,10/10/16,Ethernet,1194,922,27050,Bldg-014142,Denver,1500 Champa St,Denver,CO,80202,71.8,On Zayo Network,,
CPQ-000191,Acct-000013,10/7/16,Ethernet,2020,461,14148,Bldg-484283,Denver,555 Zang St,Denver,CO,80228,658.36,Not on Zayo Network,,
CPQ-000192,Acct-000076,10/7/16,zColo,0,0,0,Bldg-014142,Denver,1500 Champa St,Denver,CO,80202,71.8,On Zayo Network,,
CPQ-000193,Acct-000013,10/7/16,Ethernet,2066,922,14910,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-000193,Acct-000013,10/7/16,Ethernet,2066,922,14910,Bldg-484283,Denver,555 Zang St,Denver,CO,80228,658.36,Not on Zayo Network,,
CPQ-000194,Acct-000077,10/10/16,Ethernet,1016,922,18037,Bldg-038198,Atlanta,3500 Lenox Rd NE,Atlanta,GA,30326,542.64,On Zayo Network,,
CPQ-000195,Acct-000013,10/10/16,Ethernet,905,461,19556,Bldg-054666,Atlanta,1201 W Peachtree St NE,Atlanta,GA,30309,159.56,On Zayo Network,,
CPQ-000196,Acct-000078,10/7/16,Ethernet,977,922,23264,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-000196,Acct-000078,10/7/16,Ethernet,977,922,23264,Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network,,
CPQ-000197,Acct-000079,10/10/16,Wavelengths - Long Haul,3361,2927,0,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-000198,Acct-000077,10/10/16,Ethernet,1016,922,18037,Bldg-038198,Atlanta,3500 Lenox Rd NE,Atlanta,GA,30326,542.64,On Zayo Network,,
CPQ-000199,Acct-000079,10/7/16,Ethernet,1813,1383,30414,Bldg-014141,Denver,4300 Brighton Blvd,Denver,CO,80216,247,On Zayo Network,,
CPQ-000199,Acct-000079,10/7/16,Ethernet,1813,1383,30414,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-000200,Acct-000079,10/7/16,Ethernet,1023,922,19083,Bldg-014141,Denver,4300 Brighton Blvd,Denver,CO,80216,247,On Zayo Network,,
CPQ-000200,Acct-000079,10/7/16,Ethernet,1023,922,19083,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-000201,Acct-000079,10/7/16,Ethernet,1224,922,23810,Bldg-014141,Denver,4300 Brighton Blvd,Denver,CO,80216,247,On Zayo Network,,
CPQ-000201,Acct-000079,10/7/16,Ethernet,1224,922,23810,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-000202,Acct-000025,10/10/16,Wavelengths - Metro,4457,3043,41747,Bldg-014640,Dallas,3180 Irving Blvd,Dallas,TX,75247,297.58,On Zayo Network,,
CPQ-000202,Acct-000025,10/10/16,Wavelengths - Metro,4457,3043,41747,Bldg-388719,Dallas,1918 N Olive St,Dallas,TX,75201,391.7,Not on Zayo Network,,
CPQ-000203,Acct-000080,10/7/16,Ethernet,3177,922,21467,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-000204,Acct-000081,10/10/16,IP Services,6139,922,58000,Bldg-388392,Denver,1460 S Holly St,Denver,CO,80222,2803.12,Not on Zayo Network,,
CPQ-000205,Acct-000019,10/10/16,Ethernet,2575,2305,152564,Bldg-038123,Atlanta,Coca Cola Plaza,Atlanta,GA,30313,370.49,On Zayo Network,,
CPQ-000205,Acct-000019,10/10/16,Ethernet,2575,2305,152564,Bldg-488189,Atlanta,303 Peachtree Center Ave NE,Atlanta,GA,30303,1180.52,Not on Zayo Network,,
CPQ-000206,Acct-000043,10/7/16,Ethernet,2972,922,21051,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network,,
CPQ-000206,Acct-000043,10/7/16,Ethernet,2972,922,21051,Bldg-495907,Atlanta,40 Technology Pkwy S,Peachtree Corners,GA,30092,900.01,Not on Zayo Network,,
CPQ-000207,Acct-000009,10/10/16,Ethernet,1136,922,30292,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network,,
CPQ-000208,Acct-000019,10/10/16,Wavelengths - Long Haul,2568,3227,0,Bldg-038123,Atlanta,Coca Cola Plaza,Atlanta,GA,30313,370.49,On Zayo Network,,
CPQ-000209,Acct-000053,10/10/16,Wavelengths - Metro,1473,2766,25973,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,,
CPQ-000209,Acct-000053,10/10/16,Wavelengths - Metro,1473,2766,25973,Bldg-118939,Dallas,1000 Belleview St,Dallas,TX,75215,1725.91,On Zayo Network,,
CPQ-000210,Acct-000082,10/10/16,Ethernet,5830,922,39781,Bldg-496033,Dallas,2611 Regent Blvd,Irving,TX,75063,,Not on Zayo Network,,
CPQ-000211,Acct-000082,10/10/16,Ethernet,5830,922,39781,Bldg-496033,Dallas,2611 Regent Blvd,Irving,TX,75063,,Not on Zayo Network,,
CPQ-000212,Acct-000082,10/10/16,Ethernet,5830,922,39781,Bldg-496033,Dallas,2611 Regent Blvd,Irving,TX,75063,,Not on Zayo Network,,
CPQ-000213,Acct-000053,10/10/16,Wavelengths - Metro,1103,2766,21560,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,,
CPQ-000213,Acct-000053,10/10/16,Wavelengths - Metro,1103,2766,21560,Bldg-118939,Dallas,1000 Belleview St,Dallas,TX,75215,1725.91,On Zayo Network,,
CPQ-000214,Acct-000082,10/10/16,Ethernet,5830,922,39781,Bldg-496033,Dallas,2611 Regent Blvd,Irving,TX,75063,,Not on Zayo Network,,
CPQ-000215,Acct-000082,10/10/16,Ethernet,5830,922,39781,Bldg-496033,Dallas,2611 Regent Blvd,Irving,TX,75063,,Not on Zayo Network,,
CPQ-000216,Acct-000083,10/7/16,zColo,1543,2296,38849,Bldg-120678,Dallas,6606 Lyndon B Johnson Fwy,Dallas,TX,75240,601.38,On Zayo Network,,
CPQ-000217,Acct-000072,10/7/16,Wavelengths - Long Haul,2223,2766,26656,Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network,,
CPQ-000218,Acct-000044,10/10/16,IP Services,2625,922,21731,Bldg-233507,Denver,8005 S Chester St,Centennial,CO,80112,690.68,Not on Zayo Network,,
CPQ-000219,Acct-000025,10/10/16,Ethernet,1056,922,8057,Bldg-018754,Atlanta,180 Peachtree St NW,Atlanta,GA,30303,1055.22,On Zayo Network,,
CPQ-000219,Acct-000025,10/10/16,Ethernet,1056,922,8057,Bldg-061777,Atlanta,294 Interstate North Cir SE,Atlanta,GA,30339,51.13,Not on Zayo Network,,
CPQ-000220,Acct-000044,10/10/16,IP Services,2625,922,21731,Bldg-233507,Denver,8005 S Chester St,Centennial,CO,80112,690.68,Not on Zayo Network,,
CPQ-000221,Acct-000044,10/10/16,IP Services,2625,922,21731,Bldg-233507,Denver,8005 S Chester St,Centennial,CO,80112,690.68,Not on Zayo Network,,
CPQ-000222,Acct-000044,10/10/16,IP Services,2625,922,21731,Bldg-233507,Denver,8005 S Chester St,Centennial,CO,80112,690.68,Not on Zayo Network,,
CPQ-000223,Acct-000072,10/7/16,Ethernet,1368,922,23910,Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network,,
CPQ-000223,Acct-000072,10/7/16,Ethernet,1368,922,23910,Bldg-138309,Dallas,5720 Lyndon B Johnson Fwy,Dallas,TX,75240,846.21,On Zayo Network,,
CPQ-000224,Acct-000084,10/7/16,Ethernet,1116,922,20962,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-000224,Acct-000084,10/7/16,Ethernet,1116,922,20962,Bldg-038118,Atlanta,1802 Briarcliff Rd NE,Atlanta,GA,30329,19.99,On Zayo Network,,
CPQ-000225,Acct-000084,10/7/16,Ethernet,6635,922,45883,Bldg-038118,Atlanta,1802 Briarcliff Rd NE,Atlanta,GA,30329,19.99,On Zayo Network,,
CPQ-000225,Acct-000084,10/7/16,Ethernet,6635,922,45883,Bldg-068834,Atlanta,3845 Pleasantdale Rd,Atlanta,GA,30340,2306.42,Not on Zayo Network,,
CPQ-000226,Acct-000085,10/10/16,Ethernet,1276,922,27257,Bldg-018754,Atlanta,180 Peachtree St NW,Atlanta,GA,30303,1055.22,On Zayo Network,,
CPQ-000227,Acct-000085,10/10/16,Ethernet,1160,922,26066,Bldg-018754,Atlanta,180 Peachtree St NW,Atlanta,GA,30303,1055.22,On Zayo Network,,
CPQ-000228,Acct-000084,10/7/16,Ethernet,6637,922,45896,Bldg-068834,Atlanta,3845 Pleasantdale Rd,Atlanta,GA,30340,2306.42,Not on Zayo Network,,
CPQ-000229,Acct-000084,10/7/16,Ethernet,1410,922,29008,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-000230,Acct-000084,10/7/16,Ethernet,1235,922,28131,Bldg-038120,Atlanta,190 Marietta St NW,Atlanta,GA,30303,170.13,On Zayo Network,,
CPQ-000231,Acct-000084,10/7/16,Ethernet,1106,922,24568,Bldg-038120,Atlanta,190 Marietta St NW,Atlanta,GA,30303,170.13,On Zayo Network,,
CPQ-000232,Acct-000072,10/10/16,Ethernet,915,461,6654,Bldg-061869,Atlanta,365 Northridge Rd,Atlanta,GA,30350,656.84,Not on Zayo Network,,
CPQ-000233,Acct-000086,10/7/16,zColo,855,1171,18953,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network,,
CPQ-000234,Acct-000072,10/10/16,Ethernet,2477,922,37278,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network,,
CPQ-000234,Acct-000072,10/10/16,Ethernet,2477,922,37278,Bldg-137015,Atlanta,72 Marietta St NW,Atlanta,GA,30303,19.81,Not on Zayo Network,,
CPQ-000235,Acct-000086,10/7/16,IP Services,2469,922,63116,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network,,
CPQ-000236,Acct-000087,10/10/16,IP Services,791,922,13665,Bldg-116607,Denver,730 17th St,Denver,CO,80202,126.79,On Zayo Network,,
CPQ-000237,Acct-000041,10/8/16,zColo,1348,2674,17853,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network,,
CPQ-000238,Acct-000041,10/8/16,zColo,1759,3118,21769,Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network,,
CPQ-000239,,10/9/16,IP Services,2961,922,24397,Bldg-390541,Denver,5195 W 144th Ave,Broomfield,CO,80023,1018.11,Not on Zayo Network,,
CPQ-000240,Acct-000088,10/9/16,Dark Fiber - Metro,12638,4610,272290,Bldg-158872,Denver,501 E Hampden Ave,Englewood,CO,80113,234.92,Not on Zayo Network,,
CPQ-000240,Acct-000088,10/9/16,Dark Fiber - Metro,12638,4610,272290,Bldg-158866,Denver,1719 E 19th Ave,Denver,CO,80218,1248.15,Not on Zayo Network,,
CPQ-000241,Acct-000089,10/10/16,IP Services,500,922,12685,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-000242,Acct-000090,10/10/16,Ethernet,1966,922,45167,Bldg-131162,Dallas,1215 Integrity Dr,Richardson,TX,75081,160.56,On Zayo Network,,
CPQ-000243,Acct-000091,10/10/16,Ethernet,2518,461,17521,Bldg-115557,Atlanta,11660 Alpharetta Hwy,Roswell,GA,30076,822.36,Not on Zayo Network,,
CPQ-000244,Acct-000092,10/10/16,IP Services,1199,922,12049,Bldg-496046,Atlanta,3170 Reps Miller Rd,Norcross,GA,30071,3128.34,Not on Zayo Network,,
CPQ-000245,Acct-000093,10/10/16,Ethernet,2275,461,15876,Bldg-372097,Denver,1776 N Grant St,Denver,CO,80203,167.1,Not on Zayo Network,,
CPQ-000246,Acct-000093,10/10/16,Ethernet,2228,461,15555,Bldg-372097,Denver,1776 N Grant St,Denver,CO,80203,167.1,Not on Zayo Network,,
CPQ-000247,Acct-000050,10/10/16,Ethernet,977,922,23264,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network,,
CPQ-000248,Acct-000044,10/10/16,IP Services,791,922,13665,Bldg-116605,Denver,1624 Market St,Denver,CO,80202,275.46,On Zayo Network,,
CPQ-000249,Acct-000043,10/10/16,Ethernet,2059,922,50563,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network,,
CPQ-000249,Acct-000043,10/10/16,Ethernet,2059,922,50563,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network,,
CPQ-000250,Acct-000044,10/10/16,IP Services,2984,922,24574,Bldg-422995,Atlanta,3565 Piedmont Rd NE,Atlanta,GA,30305,294.2,Not on Zayo Network,,
CPQ-000251,Acct-000043,10/10/16,Wavelengths - Metro,1984,3688,31713,Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network,,
CPQ-000251,Acct-000043,10/10/16,Wavelengths - Metro,1984,3688,31713,Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network,,
CPQ-000252,Acct-000044,10/10/16,IP Services,2984,922,24574,Bldg-422995,Atlanta,3565 Piedmont Rd NE,Atlanta,GA,30305,294.2,Not on Zayo Network,,
CPQ-000253,Acct-000089,10/10/16,Ethernet,1458,922,19545,Bldg-014142,Denver,1500 Champa St,Denver,CO,80202,71.8,On Zayo Network,,
CPQ-000254,Acct-000089,10/10/16,Ethernet,1458,922,19545,Bldg-014142,Denver,1500 Champa St,Denver,CO,80202,71.8,On Zayo Network,,
CPQ-000255,Acct-000019,10/10/16,Wavelengths - Long Haul,2568,3227,0,Bldg-038123,Atlanta,Coca Cola Plaza,Atlanta,GA,30313,370.49,On Zayo Network,,
